"","speaker","condition_m","condition_s","mov_av_rhythm","env12_av_rhythm","env12_av_rhythmimf1","env12_av_rhythmimf2"
"1","acp","low workload","reading1",0.909607731665719,5.19393669193045,6.05790645879733,2.94544237420507
"2","acp","low workload","reading2",0.904546536538919,5.47690879554421,6.8677494199536,3.41186027619821
"3","acp","low workload","reading3",0.888998641807631,5.62277580071174,6.83111954459203,3.30048676243619
"4","acp","low workload","spont speech1",0.851818988464951,5.19548674888481,6.40279903783075,2.9285776728735
"5","acp","low workload","spont speech2",0.847725120620463,3.9154477345701,5.3068141277203,2.38339656326713
"6","acp","low workload","spont speech3",0.916110456746499,4.6112507584294,5.8261700095511,2.73283303691493
"7","acp","moderate workload","reading1",0.926030491247883,5.20296030500112,6.25841184387618,3.04591265397536
"8","acp","moderate workload","reading2",0.910151691948658,5.18797851674094,6.10146252285192,3.03135485363878
"9","acp","moderate workload","reading3",0.900225056264066,5.22478736330498,6.46494106209746,3.08626974483597
"10","acp","moderate workload","spont speech1",0.923378258639183,4.32367925827328,5.04888236104099,2.42524459142897
"11","acp","moderate workload","spont speech2",0.921047496389962,4.27007861877601,5.04855865577308,2.42162495661898
"12","acp","moderate workload","spont speech3",0.926981791429097,3.75264656494123,4.2546980478015,2.10933508503029
"13","brx","low workload","reading1",0.961328381035613,5.82964482349131,6.84221886466652,3.28471096704484
"14","brx","low workload","reading2",0.963572267920094,5.96356885949646,7.14783012299838,3.36114974501623
"15","brx","low workload","reading3",0.973828362751065,5.58554329969491,6.89897923266455,3.26137963397466
"16","brx","low workload","spont speech1",0.938511326860841,6.22208532265517,7.67452612112806,3.44880677444188
"17","brx","low workload","spont speech2",0.95723435025136,5.84895334519086,6.87508551101382,3.10714163501352
"18","brx","low workload","spont speech3",0.954530319286692,4.92517106370522,5.86836424834449,2.74453836864639
"19","brx","moderate workload","reading1",1.04780615586117,5.60349419409822,6.44266666666667,3.14035462508011
"20","brx","moderate workload","reading2",1.03412616339193,5.5224564619615,6.52995761255585,3.11640696608616
"21","brx","moderate workload","reading3",1.0281517747858,5.5396370582617,6.61571530929066,3.23508267433501
"22","brx","moderate workload","spont speech1",1.06067810248345,5.11462565293093,6.27539175856065,2.87425149700599
"23","brx","moderate workload","spont speech2",1.06378907894233,5.46038948761581,6.64775950085082,3.07284768211921
"24","brx","moderate workload","spont speech3",1.06253140928997,5.05485050548505,6.15903061590306,3.00627802690583
"25","byo","low workload","reading1",0.709300995309461,5.68371782012705,7.03942971708621,3.4982174688057
"26","byo","low workload","reading2",0.749853544229643,5.98694575737115,7.06570657065707,3.51232691658224
"27","byo","low workload","reading3",0.786463298379409,5.9097624730083,6.70454545454545,3.38290384833693
"28","byo","low workload","spont speech1",0.835141441847136,5.11931634956466,6.82038052241213,3.11503853447928
"29","byo","low workload","spont speech2",0.761052042529379,5.01325088339223,6.49293286219081,2.79988211022694
"30","byo","low workload","spont speech3",0.750157927984839,5.20833333333333,6.91572681704261,3.10454313825409
"31","byo","moderate workload","reading1",0.681168973851901,5.50928891736067,6.70367207514944,3.37859510317545
"32","byo","moderate workload","reading2",0.63261480787254,5.54812834224599,6.71932361775503,3.27357755261107
"33","byo","moderate workload","reading3",0.606796116504854,5.80325548478415,6.78525150194369,3.35261480344705
"34","byo","moderate workload","spont speech1",0.60170377173259,4.51109028428616,5.51426965590458,2.53418014579357
"35","byo","moderate workload","spont speech2",0.571172969067199,4.56260837044844,5.48075615395077,2.69085720110081
"36","byo","moderate workload","spont speech3",0.6060116354234,5.02178217821782,6.09756097560976,2.89602094656246
"37","csm","low workload","reading1",0.873243280120071,6.00425079702444,7.19787516600266,3.54950627168401
"38","csm","low workload","reading2",0.840108401084011,5.96270028894142,7.29850354423733,3.49586016559338
"39","csm","low workload","reading3",0.831168831168831,6.00997506234414,6.93180401446204,3.35125672127048
"40","csm","low workload","spont speech1",0.847491188467783,5.38657271481699,7.2264631043257,3.21178175551291
"41","csm","low workload","spont speech2",0.878293601003764,5.57453416149068,6.97981366459627,3.29435530865157
"42","csm","low workload","spont speech3",0.913522435036272,5.28597505324004,6.31274718588378,3.00643148000152
"43","csm","moderate workload","reading1",0.97340930674264,5.43653536051601,6.33899862195682,3.13219714417319
"44","csm","moderate workload","reading2",1.00205549845838,5.67895002523978,6.45975271259147,3.28241383663679
"45","csm","moderate workload","reading3",1.00064143681847,5.76800914750349,6.68360864040661,3.4031746031746
"46","csm","moderate workload","spont speech1",0.99728351877349,5.0834879406308,6.09276437847866,2.82244587217291
"47","csm","moderate workload","spont speech2",1.02131081624447,5.2486518873577,6.4469742360695,2.98972780686678
"48","csm","moderate workload","spont speech3",1.05532140842266,4.9050109220891,5.91116700867148,2.75578814878606
"49","cvq","low workload","reading1",0.810902128618088,5.45178105994787,6.68910848083397,3.15148880678113
"50","cvq","low workload","reading2",0.788588658239592,5.57963765699678,6.79848922461675,3.35966180887752
"51","cvq","low workload","reading3",0.780972665956691,5.55295220243674,7.03517587939699,3.39697786107532
"52","cvq","low workload","spont speech1",0.786322320011542,5.45500161284542,6.68076413031791,3.06953060565855
"53","cvq","low workload","spont speech2",0.864252719415884,5.54815801154017,6.90190856635597,3.21291086763399
"54","cvq","low workload","spont speech3",0.840163934426229,5.98554511214414,7.24101659258254,3.2258064516129
"55","cvq","moderate workload","reading1",0.994708994708995,5.25383091837798,6.50862965273446,3.04230047926651
"56","cvq","moderate workload","reading2",0.95849903130417,5.01756146512795,6.14272809394761,3.07013143373131
"57","cvq","moderate workload","reading3",0.953288846520496,5.20415509616373,5.98519127930893,2.97766749379653
"58","cvq","moderate workload","spont speech1",0.945780088080283,5.29301924734272,6.44073874843106,3.01965284751112
"59","cvq","moderate workload","spont speech2",0.983778912586362,5.03526939816899,5.94193112761648,2.80485975701215
"60","cvq","moderate workload","spont speech3",0.964842258702669,5.08240810978553,5.98455598455598,2.82554012611557
"61","dwq","low workload","reading1",0.847022587268994,6.1145219897256,7.127672877329,3.38303470743015
"62","dwq","low workload","reading2",0.866843245846376,5.47076778586523,6.30124150855001,3.05832147937411
"63","dwq","low workload","reading3",0.843450479233227,5.84192439862543,6.99472327892993,3.31899200983405
"64","dwq","low workload","spont speech1",0.780429236079844,6.18717891445164,7.46007519636675,3.43350836033218
"65","dwq","low workload","spont speech2",0.802383316782522,6.25024354128512,7.67642130693995,3.54748167784188
"66","dwq","low workload","spont speech3",0.840537944284342,6.09213066950388,7.19549198092761,3.33767309740798
"67","dwq","moderate workload","reading1",1.02237654320988,4.74068455484972,5.55555555555556,2.77039848197343
"68","dwq","moderate workload","reading2",1.02575294631165,5.03900484925153,5.71308105829029,2.7960177928405
"69","dwq","moderate workload","reading3",1.0501619930734,5.21015761821366,5.99890530925014,2.9553415061296
"70","dwq","moderate workload","spont speech1",0.949953660797034,5.34500633567561,6.24952015355086,2.92716656422864
"71","dwq","moderate workload","spont speech2",1.00793561247132,5.16836335160532,5.94199657049131,2.79788107140192
"72","dwq","moderate workload","spont speech3",1.02843547334894,5.12112848819381,5.82509389131601,2.7153486231495
"73","egb","low workload","reading1",0.920510116022629,5.3246146660439,6.65047636839156,3.10251378375853
"74","egb","low workload","reading2",0.955867398820419,5.15730784547989,6.11127699810889,2.92595541401274
"75","egb","low workload","reading3",0.908388094317742,5.20281337315734,6.39814993254962,3.01536677297767
"76","egb","low workload","spont speech1",0.953508463187534,5.6905147502461,6.89085770537614,3.21514804930741
"77","egb","low workload","spont speech2",0.967099029633744,5.87434351293523,7.39804188549569,3.30835847037073
"78","egb","low workload","spont speech3",0.982953838496952,6.23996045965649,7.60533794637341,3.6532220676866
"79","egb","moderate workload","reading1",1.06768350810296,4.92463252504447,5.74906367041199,2.65818045675777
"80","egb","moderate workload","reading2",1.11078631978954,5.07322676366421,5.91500765696784,2.91718645043662
"81","egb","moderate workload","reading3",1.08190186960235,5.01672240802676,5.83426235600149,2.96337713167459
"82","egb","moderate workload","spont speech1",1.09990215594318,5.49284924808253,6.7903301412978,3.11012802466653
"83","egb","moderate workload","spont speech2",1.09875904860393,5.72871711262428,6.92433106358492,3.23034606281584
"84","egb","moderate workload","spont speech3",1.10319309305194,5.57008457018646,7.04938649264131,3.10662451990075
"85","fpk","low workload","reading1",0.987288658521535,5.97050713343724,7.43316149142789,3.49952061361457
"86","fpk","low workload","reading2",0.988593155893536,5.811198403791,6.75389408099688,3.16787228735345
"87","fpk","low workload","reading3",1.01236021188935,5.67243984656515,6.70378102528416,3.32364904125508
"88","fpk","low workload","spont speech1",0.911912333805893,5.4140127388535,6.42250530785563,3.11053789545558
"89","fpk","low workload","spont speech2",0.885228234931876,5.6412213740458,6.77862595419847,3.12404521845402
"90","fpk","low workload","spont speech3",0.968732771520832,5.47988100829811,6.93596367621732,3.13258673349518
"91","fpk","moderate workload","reading1",1.15632643984879,5.28001767369933,6.11951839169336,3.02795889048514
"92","fpk","moderate workload","reading2",1.14259597806216,5.2006276619592,5.94037211387581,2.86931181349473
"93","fpk","moderate workload","reading3",1.1400651465798,5.40602980247199,6.23700623700624,3.07301293900185
"94","fpk","moderate workload","spont speech1",1.03333836174385,5.04145193815819,6.18772158984885,2.97192353643967
"95","fpk","moderate workload","spont speech2",1.03046594982079,4.93020493020493,5.86575586575587,2.82286520818631
"96","fpk","moderate workload","spont speech3",1.03799674205402,4.92474006230997,5.98941719518145,2.79195436805764
"97","fws","low workload","reading1",0.771144278606965,6.13644567440741,7.02598652550529,3.4998793145064
"98","fws","low workload","reading2",0.76751671205744,6.16847494818969,7.09410043881034,3.39728705853599
"99","fws","low workload","reading3",0.758150113722517,5.92425946756655,6.88279301745636,3.325
"100","fws","low workload","spont speech1",0.776564662463478,4.78610436893204,5.87833737864078,2.77081909967358
"101","fws","low workload","spont speech2",0.793956679256918,5.09782940996637,6.54998471415469,2.84523308730735
"102","fws","low workload","spont speech3",0.801740923147406,5.27430949678396,6.59299068957687,2.92048119845653
"103","fws","moderate workload","reading1",0.897766805072382,5.47053077173559,6.34542501353546,3.01682040151926
"104","fws","moderate workload","reading2",0.896860986547085,5.06106282319287,6.09125893347993,2.79920652413489
"105","fws","moderate workload","reading3",0.922190201729107,5.12820512820513,6.16259238203525,2.87092328892972
"106","fws","moderate workload","spont speech1",0.890570201363439,3.54258515079396,4.11840411840412,1.96682926829268
"107","fws","moderate workload","spont speech2",0.888112949749507,4.32710492472956,5.06396184997351,2.36735620012858
"108","fws","moderate workload","spont speech3",0.871945655480077,4.22289726607241,5.238782929137,2.38237639553429
"109","gjs","low workload","reading1",0.982165934349961,5.77840835805495,6.99228791773779,3.24533161622666
"110","gjs","low workload","reading2",0.932090545938748,5.73231659216408,7.27511490479317,3.30425588157547
"111","gjs","low workload","reading3",0.913838120104439,5.5022392834293,6.15974440894569,2.86445012787724
"112","gjs","low workload","spont speech1",0.878577802182717,5.77654086342655,7.2427368992669,3.30106979113602
"113","gjs","low workload","spont speech2",0.89768765278724,5.5636780337456,6.95459754218201,3.18453677664673
"114","gjs","low workload","spont speech3",0.947176684881603,5.91207680646791,7.21865299935032,3.27241204941126
"115","gjs","moderate workload","reading1",0.988846728757043,4.00741255501506,4.83047964621839,2.13321230001135
"116","gjs","moderate workload","reading2",0.994113799869196,4.08888888888889,4.65528146742568,2.09023706347183
"117","gjs","moderate workload","spont speech1",1.01707779886148,4.5826389940918,5.59191858045477,2.60615932421683
"118","gjs","moderate workload","spont speech2",0.992093092645084,4.84929373818263,5.94668742816891,2.75164540958614
"119","gjs","moderate workload","spont speech3",0.973008036325633,4.80517148500628,5.77150856035318,2.64991023339318
"120","gmm","low workload","reading1",0.678458929004119,5.40858318636096,6.81631214008697,3.13346683943927
"121","gmm","low workload","reading2",0.729009552538964,5.39804382815402,7.08554499444513,3.28719723183391
"122","gmm","low workload","reading3",0.764233855559801,5.30842958957975,6.83823529411765,3.21078431372549
"123","gmm","low workload","spont speech1",0.755372259604949,5.28030173152752,6.72895594033945,3.00390507659958
"124","gmm","low workload","spont speech2",0.738916256157636,4.91803278688525,5.63380281690141,2.82258064516129
"125","gmm","low workload","spont speech3",0.795473183532885,5.74271963455421,7.88808222530386,3.32965190002863
"126","gmm","moderate workload","reading1",0.709219858156028,4.83692034612825,6.10161970268471,2.92910240763342
"127","gmm","moderate workload","reading2",0.684094795993159,5.06728088253122,6.49775730391563,3.07617778854305
"128","gmm","moderate workload","reading3",0.719424460431655,5.13867210949694,6.26344728663639,2.97397769516729
"129","gmm","moderate workload","spont speech1",0.638839728924764,5.29699151452816,6.4541013113911,2.84673097534834
"130","gmm","moderate workload","spont speech2",0.66577896138482,5.00349080754014,5.91748099891422,2.71591526344378
"131","gmm","moderate workload","spont speech3",0.637087599544937,5.23870194109271,6.37524815522343,2.90734704582069
"132","hct","low workload","reading1",0.949241924851681,6.07073954983923,7.23819301848049,3.34405144694534
"133","hct","low workload","reading2",0.936510122572648,6.06544293695132,7.12671187342109,3.65089940039973
"134","hct","low workload","reading3",0.944444444444445,6.11163927746842,7.08661417322835,3.37414965986395
"135","hct","low workload","spont speech1",0.813890396093326,5.09451360073767,6.33932687874597,2.98392678612628
"136","hct","low workload","spont speech2",0.847427951115313,4.94126615613847,6.05661619486504,2.8913156526261
"137","hct","low workload","spont speech3",0.89065606361829,5.03696674969359,6.19143636579291,2.90485990185215
"138","hct","moderate workload","reading1",1.00742311770944,5.92105263157895,6.83850604944766,3.39831401475237
"139","hct","moderate workload","reading2",0.964630225080386,5.87706916463493,6.92929552162197,3.2568277984357
"140","hct","moderate workload","reading3",0.967385295743505,6.1534327556093,7.35866791996777,3.46727590377637
"141","hct","moderate workload","spont speech1",0.939528527502562,4.77838750527649,5.81680033769523,2.63602568435282
"142","hct","moderate workload","spont speech2",0.952086074773589,5.3069639584606,6.80256527714155,3.00263590174581
"143","hct","moderate workload","spont speech3",0.967416862613369,4.4758696594737,5.38233234401574,2.57573735486454
"144","hox","low workload","reading1",1.0223642172524,5.83010133867134,6.70335167583792,3.40638697557921
"145","hox","low workload","reading2",1.03871576959396,5.33024333719583,6.50613567955545,3.22468391137919
"146","hox","low workload","reading3",1.01648692202802,5.35436835185849,6.28509977297168,3.1578947368421
"147","hox","low workload","spont speech1",0.965235815741976,5.11725423202361,6.10343220997049,2.89111681044533
"148","hox","low workload","spont speech2",0.995771920812423,5.38561473957718,6.03913231762529,2.9935402552387
"149","hox","low workload","spont speech3",1.03490886623417,4.94293645897594,5.99167180752622,2.79299436771854
"150","hox","moderate workload","reading1",0.938967136150235,5.16157494209772,6.23348017621145,2.86690925129562
"151","hox","moderate workload","reading2",0.97793679189028,5.27350526194056,6.36898580823814,3.13661710037175
"152","hox","moderate workload","reading3",1.00755667506297,5.13278286096853,5.93485051316377,3.06453416843753
"153","hox","moderate workload","spont speech1",0.932457633990108,4.2384424324974,4.95152632000641,2.39717790427323
"154","hox","moderate workload","spont speech2",0.942322038556677,4.05600405600406,4.72680472680473,2.22421664650564
"155","hox","moderate workload","spont speech3",0.94793804814331,4.58624127617149,5.34692219637384,2.5716819391073
"156","hqn","low workload","reading1",0.840791971792786,6.08718766613503,6.96160488906603,3.54997998131589
"157","hqn","low workload","reading2",0.869679799710107,5.83923154701719,6.92356285533797,3.42683081609341
"158","hqn","low workload","reading3",0.863389500069628,5.85910887041831,6.70117134295832,3.32651670074983
"159","hqn","low workload","spont speech1",0.767560170172255,5.02265525513075,6.26647318387775,2.97613754261153
"160","hqn","low workload","spont speech2",0.774526678141136,5.41229532307089,6.71961303395758,3.04814233385662
"161","hqn","low workload","spont speech3",0.811049791139434,5.34600714415451,6.61217075386013,3.04890959136142
"162","hqn","moderate workload","reading1",0.915271966527197,5.45062745595132,6.2341611758743,3.03223340552937
"163","hqn","moderate workload","reading2",0.909205707791388,5.16257135765699,6.00421783897779,3.00397219463754
"164","hqn","moderate workload","reading3",0.920326058374967,5.33678756476684,6.13830613830614,3.2089746934516
"165","hqn","moderate workload","spont speech1",0.875627252214327,4.51649487974916,5.50385269688782,2.55605979711692
"166","hqn","moderate workload","spont speech2",0.861054118596751,4.51735774666711,5.42617528149955,2.63351380255331
"167","hqn","moderate workload","spont speech3",0.888354540293224,4.93942218080149,5.95127146851285,2.76353466071785
"168","hsx","low workload","reading1",0.851722802942315,6.00805959213579,7.37034777303234,3.40644528856758
"169","hsx","low workload","reading2",0.870482722236877,5.92030360531309,7.13382241335694,3.47275031685678
"170","hsx","low workload","reading3",0.867831593760995,5.82324731673898,6.80520666818908,3.28692079433919
"171","hsx","low workload","spont speech1",0.848666642279694,5.9092891408635,7.10859136502399,3.39094051300709
"172","hsx","low workload","spont speech2",0.801479654747226,5.90338531761126,7.12057816660327,3.33434835566382
"173","hsx","low workload","spont speech3",0.848461685457672,5.67687242175378,7.05446012943269,3.20466684344104
"174","hsx","moderate workload","reading1",1.10837438423645,5.55422552070864,6.55894673847995,3.19071791153009
"175","hsx","moderate workload","reading2",1.07573149741824,5.55732315197794,6.42766228256258,3.05149396058487
"176","hsx","moderate workload","reading3",1.06076328836619,5.19011621347174,6.17952187640956,2.89625523249236
"177","hsx","moderate workload","spont speech1",1.07052896725441,4.61935282163514,5.69956277326671,2.73448181569593
"178","hsx","moderate workload","spont speech2",1.04816770683309,4.77058403993977,5.75231756596149,2.69520412207689
"179","hsx","moderate workload","spont speech3",1.01125814734347,4.85158246510714,6.111023497871,2.83375314861461
"180","ilu","low workload","reading1",1.6116035455278,5.7286166842661,7.32446318008168,3.43189017951426
"181","ilu","low workload","reading2",1.73464603844351,5.64066852367688,6.61483114773123,3.36700336700337
"182","ilu","low workload","reading3",1.95174844131201,6.07918944140781,7.42712631438839,3.50924189659791
"183","ilu","low workload","spont speech1",1.80437561085633,4.86815415821501,5.85893487568542,2.7285027059531
"184","ilu","low workload","spont speech2",1.67992269382294,4.91444267102186,6.24327233584499,2.84335560504826
"185","ilu","low workload","spont speech3",1.80372160280072,5.44814800802088,6.70424879875903,3.0439556279105
"186","ilu","moderate workload","reading1",1.64575745312289,5.60547136918332,6.67739340305712,3.32618025751073
"187","ilu","moderate workload","reading2",1.72151898734177,5.22875816993464,6.68670172802404,3.26469110999498
"188","ilu","moderate workload","reading3",1.779956146008,5.45592321293256,6.46383032445398,3.09644670050761
"189","ilu","moderate workload","spont speech1",1.8718252035349,4.52710396466651,5.42424346985956,2.36138921494166
"190","ilu","moderate workload","spont speech2",1.8127926457322,4.77763005532444,6.07775063220608,2.53077681980011
"191","ilu","moderate workload","spont speech3",1.75772895197356,4.80431848852901,5.8914131690412,2.46341557589096
"192","irc","low workload","reading1",1.05730598435187,5.35455861070912,6.71834625322997,3.3035528776231
"193","irc","low workload","reading2",1.0126582278481,5.49402823018458,6.98254364089776,3.31226846807583
"194","irc","low workload","reading3",1.03568614206912,5.57567775216771,7.09033036988256,3.31540234932484
"195","irc","low workload","spont speech1",1.11123376384443,5.15977719143946,6.78686602169452,2.96073173419535
"196","irc","low workload","spont speech2",1.12518601865631,5.15095768856184,6.73087328211233,3.05360043313481
"197","irc","low workload","spont speech3",1.12751047253651,4.64488252768026,6.1340226071525,2.70238968459252
"198","irc","moderate workload","reading1",1.07368421052632,5.23291606813051,6.35897435897436,2.97588506926629
"199","irc","moderate workload","reading2",1.05853710172542,5.05029768014781,5.97413262163827,2.91461412151067
"200","irc","moderate workload","reading3",1.06315118009781,5.16315572077654,6.09189468249871,2.9940119760479
"201","irc","moderate workload","spont speech1",1.08462408801842,4.44857065490697,5.77153688445321,2.68835948092194
"202","irc","moderate workload","spont speech2",1.07628250451724,4.72138347515784,5.93702207756559,2.78628051173377
"203","irc","moderate workload","spont speech3",1.08687153022128,4.50443441730201,5.74140345417769,2.64684130629403
"204","ite","low workload","reading1",0.893985035467884,4.96024233244983,5.87010035978034,2.76279685873782
"205","ite","low workload","reading2",0.853100291302539,5.08457611850666,6.0648518815052,2.96059211842368
"206","ite","low workload","reading3",0.854062133020177,4.98287137963251,5.9995848038198,2.84586622351475
"207","ite","low workload","spont speech1",0.856498873027799,4.39093484419263,5.24079320113314,2.32688220158854
"208","ite","low workload","spont speech2",0.831617297639791,4.58715596330275,5.30855484983925,2.46322808393803
"209","ite","low workload","spont speech3",0.821484992101106,4.10240350739842,4.9792531120332,2.22492067844412
"210","ite","moderate workload","reading1",0.863083562181247,4.63342549337401,5.68105995615289,2.51102165995783
"211","ite","moderate workload","reading2",0.859977949283352,5.0365202223918,5.77719642467844,2.71691498685364
"212","ite","moderate workload","reading3",0.876404494382022,5.03550677856682,5.7013769363167,2.73471145564169
"213","ite","moderate workload","spont speech1",0.832846857365246,4.10974807476491,4.87465181058496,2.25328119555538
